kind,id,field,lang,text
entity,dell,what_breaks_it,en,Enterprise customers go straight to the cloud instead.
entity,delta-electronics,risk_note,en,Production in Taiwan and mainland China.
entity,delta-electronics,what_breaks_it,en,A change in rack power architecture.
entity,digital-realty,risk_note,en,Sites in more than twenty countries.
entity,digital-realty,what_breaks_it,en,Demand moving into hyperscalers' own campuses.
entity,eaton,risk_note,en,Production split between North America and Europe.
entity,eaton,what_breaks_it,en,Competitors shortening lead times and taking the queue.
entity,equinix,risk_note,en,Sites in more than thirty countries.
entity,equinix,what_breaks_it,en,Demand moving wholesale into hyperscalers' own campuses.
entity,eu,risk_note,en,AI regulation raises compliance costs but does not cut off supply.
entity,eu,what_breaks_it,en,"Regulation loosening — or, conversely, particular uses being banned."
entity,eu-ai-act,risk_note,en,Compliance costs land on the application layer and on the labs.
entity,eu-ai-act,what_breaks_it,en,Deferral or substantial softening of the requirements.
entity,fabrinet,risk_note,en,Production concentrated in Thailand.
entity,fabrinet,what_breaks_it,en,Assembly moving to a different contractor.
entity,foxconn,risk_note,en,Main capacity in Taiwan and mainland China.
entity,foxconn,what_breaks_it,en,Orders shifting to Quanta or Wistron.
entity,ge-vernova,risk_note,en,Production in the US and Europe.
entity,ge-vernova,what_breaks_it,en,Sites switching to other generation sources.
entity,google,risk_note,en,Infrastructure spread across dozens of countries.
entity,google,what_breaks_it,en,Its in-house accelerator reaching the open market as a real product.
entity,google-cloud,risk_note,en,Infrastructure spread across dozens of countries; the same restrictions as every other cloud.
entity,google-cloud,what_breaks_it,en,Ending sales of capacity on its own silicon to outside labs.
entity,google-deepmind,risk_note,en,Part of a corporation with infrastructure in the US and Europe.
entity,google-deepmind,what_breaks_it,en,"A complete switch to in-house silicon, zeroing procurement."
entity,hpe,risk_note,en,Production spread across several countries.
entity,hpe,what_breaks_it,en,The enterprise segment shrinking in favour of the clouds.
entity,huggingface,risk_note,en,"The company is American, the community global."
entity,huggingface,what_breaks_it,en,The model ecosystem fragmenting across closed platforms.
entity,intel,risk_note,en,US production lowers the chain's geopolitical risk.
entity,intel,what_breaks_it,en,"Abandoning the foundry business, or falling another generation behind."
entity,japan,risk_note,en,Export measures on materials have already been used as a political instrument.
entity,japan,what_breaks_it,en,Losing ground in materials to Korean and American suppliers.
entity,jax,risk_note,en,"An open project, led by a single company."
entity,jax,what_breaks_it,en,Losing its owner's support.
entity,kioxia,risk_note,en,"Production in Japan, with several suppliers."
entity,kioxia,what_breaks_it,en,A price war in flash memory.
entity,kla,risk_note,en,Sales into China are restricted by American rules.
entity,kla,what_breaks_it,en,A competitor matching it on measurement precision.
entity,kubernetes,risk_note,en,An open project under a foundation.
entity,kubernetes,what_breaks_it,en,A shift in the application deployment paradigm.
entity,lam-research,risk_note,en,Sales into China are restricted by American rules.
entity,lam-research,what_breaks_it,en,Customers switch to Applied Materials or Tokyo Electron tools.
entity,lambda,risk_note,en,Sites in the US.
entity,lambda,what_breaks_it,en,A contraction in funding for independent clouds.
entity,lightspeed,risk_note,en,Investments mostly in the US.
entity,lightspeed,what_breaks_it,en,A contraction in venture funding.
entity,lite-on,risk_note,en,Production in Taiwan and mainland China.
entity,lite-on,what_breaks_it,en,Price pressure from other Taiwanese suppliers.
entity,marvell,risk_note,en,Production is outsourced to external foundries.
entity,marvell,what_breaks_it,en,Losing custom-silicon orders to a competitor.
entity,meta,risk_note,en,Infrastructure mostly in the US.
entity,meta,what_breaks_it,en,Training moving to in-house silicon while the library moves to other hardware.
entity,mgx,risk_note,en,UAE capital; deals go through CFIUS review.
entity,mgx,what_breaks_it,en,The sovereign owner's priorities changing.
entity,micron,risk_note,en,"Production split between the US, Japan and Taiwan."
entity,micron,what_breaks_it,en,Failing qualification on a new memory generation.
entity,microsoft,risk_note,en,Infrastructure spread across dozens of countries.
entity,microsoft,what_breaks_it,en,Moving training and inference entirely onto in-house silicon.
entity,mistral,risk_note,en,"A European jurisdiction, dependent on American hardware."
entity,mistral,what_breaks_it,en,Falling a generation behind the American labs.
entity,mlcommons,risk_note,en,"The exposure is reputational, not regulatory."
entity,mlcommons,what_breaks_it,en,Another benchmark suite becoming the recognised one.
entity,nccl,risk_note,en,Exported together with the hardware.
entity,nccl,what_breaks_it,en,A mature portable collective-operations library.
entity,nebius,risk_note,en,Sites in Europe and the US.
entity,nebius,what_breaks_it,en,Cancellation of the anchor contract with a hyperscaler.
entity,netherlands,risk_note,en,Lithography export rules are coordinated with the US and change with them.
entity,netherlands,what_breaks_it,en,Tools of this class appearing outside the jurisdiction.
entity,nim,risk_note,en,Exported together with the hardware.
entity,nim,what_breaks_it,en,Open inference engines make this layer unnecessary.
entity,nvent,risk_note,en,Production in the US and Europe.
entity,nvent,what_breaks_it,en,Price pressure and the arrival of Asian manufacturers.
entity,nventures,risk_note,en,Investments mostly in the US.
entity,nventures,what_breaks_it,en,The investment programme being wound down as the market contracts.
entity,nvidia,risk_note,en,Production concentrated in Taiwan; sales into China restricted by US export rules.
entity,nvidia,what_breaks_it,en,Clouds moving en masse to their own silicon alongside a portable programming environment.
entity,oklo,risk_note,en,Sites in the US; licensing not yet cleared.
entity,oklo,what_breaks_it,en,A regulator refusing to license the design.
entity,openai,risk_note,en,Depends on American sites and on its capital partners.
entity,openai,what_breaks_it,en,A competitor's model is clearly better at a comparable cost per answer.
entity,oracle,risk_note,en,Sites mostly in the US.
entity,oracle,what_breaks_it,en,The largest customer cutting its commitments.
entity,pytorch,risk_note,en,The project was handed to an independent foundation.
entity,pytorch,what_breaks_it,en,A mass move by researchers to a competing library.
entity,quanta,risk_note,en,Production in Taiwan.
entity,quanta,what_breaks_it,en,Failing qualification on a new generation of systems.
entity,ray,risk_note,en,An open project with a commercial company behind it.
entity,ray,what_breaks_it,en,Displacement by general-purpose orchestrators.
entity,recursion,risk_note,en,Compute in the US.
entity,recursion,what_breaks_it,en,The models producing no clinical results.
entity,salesforce,risk_note,en,Runs on top of the major clouds.
entity,salesforce,what_breaks_it,en,Enterprise customers refusing to pay extra for models.
entity,samsung,risk_note,en,Production concentrated in South Korea.
entity,samsung,what_breaks_it,en,Falling behind on next-generation memory and the leading-edge node at once.
entity,sandisk,risk_note,en,Joint production with a Japanese partner.
entity,sandisk,what_breaks_it,en,"A price war, or losing access to the joint venture's capacity."
entity,schneider,risk_note,en,Production spread across many countries.
entity,schneider,what_breaks_it,en,A fall in demand for site construction.
entity,schrodinger,risk_note,en,Compute in the US.
entity,schrodinger,what_breaks_it,en,No clinical results.
entity,sequoia,risk_note,en,Investments mostly in the US.
entity,sequoia,what_breaks_it,en,A contraction in venture funding.
entity,servicenow,risk_note,en,Runs on top of the major clouds.
entity,servicenow,what_breaks_it,en,Enterprise customers stop paying a premium for embedded models.
entity,sglang,risk_note,en,An open project.
entity,sglang,what_breaks_it,en,The community consolidating around a competitor.
entity,shin-etsu,risk_note,en,Production concentrated in Japan.
entity,shin-etsu,what_breaks_it,en,Losing the lead in wafers to Korean producers.
entity,siemens,risk_note,en,Production and development in Europe.
entity,siemens,what_breaks_it,en,Slow adoption across industry.
entity,siemens-eda,risk_note,en,The same export restrictions as every other design tool.
entity,siemens-eda,what_breaks_it,en,Losing its niche positions in verification.
entity,siemens-energy,risk_note,en,Production in Europe.
entity,siemens-energy,what_breaks_it,en,Sites cutting their demand for generation.
entity,singapore,risk_note,en,A risk point for circumventing export restrictions through third countries.
entity,singapore,what_breaks_it,en,Tighter end-customer origin rules.
entity,sk-hynix,risk_note,en,Production concentrated in South Korea.
entity,sk-hynix,what_breaks_it,en,Losing qualification on the next memory generation.
entity,snowflake,risk_note,en,Runs on top of the major clouds.
entity,snowflake,what_breaks_it,en,Displacement by the clouds' own platforms.
entity,softbank,risk_note,en,"Japanese jurisdiction, assets worldwide."
entity,softbank,what_breaks_it,en,An inability to raise debt against construction.
entity,south-korea,risk_note,en,Memory production concentrated in one country beside a zone of military risk.
entity,south-korea,what_breaks_it,en,"Regional conflict, or both companies losing their technology lead."
entity,supermicro,risk_note,en,Assembly in the US and Taiwan.
entity,supermicro,what_breaks_it,en,Losing early access to new platforms.
entity,synopsys,risk_note,en,Design-tool exports are restricted for certain countries.
entity,synopsys,what_breaks_it,en,A third vendor fielding a comparable tool set.
entity,taiwan,risk_note,en,Tail risk: a conflict over the territory's status severs leading-edge chip supply entirely.
entity,taiwan,what_breaks_it,en,Armed conflict or blockade — a tail-probability scenario that zeroes supply entirely.
entity,tensorrt,risk_note,en,Exported together with the hardware.
entity,tensorrt,what_breaks_it,en,Open optimisers catch up on speed.
entity,thrive,risk_note,en,Investments mostly in the US.
entity,thrive,what_breaks_it,en,A contraction in late-stage rounds.
entity,tokyo-electron,risk_note,en,Equipment exports are governed by Japanese rules.
entity,tokyo-electron,what_breaks_it,en,"Japanese export measures, or losing ground in coating."
entity,triton,risk_note,en,An open project.
entity,triton,what_breaks_it,en,Mature support for other vendors' accelerators appearing.
entity,tsmc,risk_note,en,All leading-edge production sits on territory carrying tail military risk.
entity,tsmc,what_breaks_it,en,"Conflict over Taiwan, or a competitor landing a leading-edge node."
entity,usa,risk_note,en,Export rules change faster than the annual report and hit revenue immediately.
entity,usa,what_breaks_it,en,Full repeal of the export regime — a scenario nowhere in sight.
entity,vertiv,risk_note,en,"Production in the US, Europe and Asia."
entity,vertiv,what_breaks_it,en,Hyperscalers standardise on their own cooling design.
entity,vllm,risk_note,en,An open project run by many organisations.
entity,vllm,what_breaks_it,en,A faster open engine appearing.
entity,wistron,risk_note,en,Production in Taiwan and mainland China.
entity,wistron,what_breaks_it,en,Failing qualification on a new generation of systems.
entity,xai,risk_note,en,Sites in the US; power is the bottleneck.
entity,xai,what_breaks_it,en,Not enough funding for the next training run.
entity,a16z,one_liner,en,"A venture fund, one of the largest investors in companies built around AI."
entity,amazon,one_liner,en,The largest cloud and a designer of its own accelerators; investor in the second lab.
entity,amd,one_liner,en,The second designer of AI accelerators; it builds them at the same foundry as the anchor.
entity,amkor,one_liner,en,"The second independent packaging and test contractor, with sites in the US."
entity,anthropic,one_liner,en,The second frontier model lab; its main infrastructure partner is a major cloud.
entity,applied-materials,one_liner,en,The largest supplier of tools for depositing and etching layers on a silicon wafer.
entity,arista,one_liner,en,Datacenter switching: it binds thousands of accelerators into a single cluster.
entity,arm,one_liner,en,Licenses the instruction set behind the processors in almost every device.
entity,ase,one_liner,en,The largest independent die packaging and test contractor.
entity,asml,one_liner,en,The only maker in the world of EUV tools — the ones that print a chip's finest features.
entity,astera-labs,one_liner,en,Connectivity silicon inside the rack: it links accelerators to processors and memory.
entity,bis,one_liner,en,The US agency that writes the export rules on chips and equipment.
entity,blackrock,one_liner,en,The largest asset manager; its infrastructure arm finances the sites.
entity,blackstone,one_liner,en,A capital manager that owns datacenter platforms outright.
entity,bloom-energy,one_liner,en,"Fuel cells: power delivered on site, without waiting for a grid connection."
entity,boyd,one_liner,en,Thermal materials and plates that pull heat straight off the die.
entity,broadcom,one_liner,en,Builds datacenter switches and designs custom accelerators for the clouds.
entity,brookfield,one_liner,en,An infrastructure capital manager: it owns the power and the sites the compute stands on.
entity,cadence,one_liner,en,The second of the two suppliers of chip design software.
entity,cfius,one_liner,en,The interagency committee that reviews foreign investment and deals in the US.
entity,china,one_liner,en,"A market closed by restrictions and, at the same time, a source of competitors and raw inputs."
entity,chips-act,one_liner,en,The US law subsidising fab construction inside the country.
entity,cisco,one_liner,en,"The historical leader in networking equipment, now a competitor in AI fabrics."
entity,coherent,one_liner,en,Optical modules: they turn an electrical signal into light for transmission between racks.
entity,constellation,one_liner,en,The largest US owner of operating nuclear plants; it sells the output to datacenters.
entity,coreweave,one_liner,en,An independent cloud that rents accelerator clusters to the labs.
entity,credo,one_liner,en,Active cables and transceivers that join racks into a large cluster.
entity,crusoe,one_liner,en,Builds datacenters directly at energy sources and rents the compute out.
entity,cuda,one_liner,en,The accelerator programming environment: almost all the code that runs on them is written in it.
entity,databricks,one_liner,en,The platform where companies prepare data and train models for their own problems.
entity,deepseek,one_liner,en,A Chinese lab that showed a strong model can be trained on far less compute.
entity,dell,one_liner,en,Builds and sells enterprise AI servers through its own sales channel.
entity,delta-electronics,one_liner,en,Power supplies and converters that distribute electricity inside the rack.
entity,digital-realty,one_liner,en,"The second large operator of datacenter sites, hyperscale campuses included."
entity,eaton,one_liner,en,"The equipment that carries power from the grid to the rack: switchgear, busways, protection."
entity,equinix,one_liner,en,"A neutral site operator: it rents space, power and traffic exchange points."
entity,eu,one_liner,en,A regulatory bloc: its AI and data rules change the terms of sale in a large market.
entity,eu-ai-act,one_liner,en,European rules that sort AI uses by risk level and set requirements for each.
entity,fabrinet,one_liner,en,A contract manufacturer of optical assemblies; its largest customer is the anchor itself.
entity,foxconn,one_liner,en,The world's largest contract assembler; it builds finished AI servers and racks.
entity,ge-vernova,one_liner,en,Gas turbines and grid equipment — the fastest way to give a site a lot of power.
entity,google,one_liner,en,"A cloud, a seventh-generation in-house accelerator and its own lab, all at once."
entity,google-cloud,one_liner,en,Google's cloud: the only one where a frontier lab can train on the owner's own silicon.
entity,google-deepmind,one_liner,en,"A research lab inside a major cloud, training its models on the owner's silicon."
entity,hpe,one_liner,en,The second large enterprise maker of servers and systems for AI.
entity,huggingface,one_liner,en,"The hub where finished models live, and the library through which they are run."
entity,intel,one_liner,en,"An American fab and processor designer, trying to become the third foundry."
entity,japan,one_liner,en,"The jurisdiction of the suppliers of chemicals, materials and some fab equipment."
entity,jax,one_liner,en,"The second training library, developed around a cloud's own accelerator."
entity,kioxia,one_liner,en,A maker of flash memory for the drives that hold training data.
entity,kla,one_liner,en,Inspection equipment: it finds defects on the wafer before the scrap travels further.
entity,kubernetes,one_liner,en,The common standard for running containers: almost all cloud infrastructure runs on it.
entity,lam-research,one_liner,en,Etch and deposition equipment; its customers are every large memory maker and foundry.
entity,lambda,one_liner,en,"A small independent cloud renting accelerators, aimed at researchers."
entity,lightspeed,one_liner,en,A venture fund invested in both AI infrastructure and the application layer.
entity,lite-on,one_liner,en,"Power supplies for servers and racks, one of the Taiwanese suppliers."
entity,marvell,one_liner,en,Designs custom silicon and interconnect components for datacenters.
entity,meta,one_liner,en,"At once a large accelerator buyer, an author of open models and the parent of the main training library."
entity,mgx,one_liner,en,An Abu Dhabi investment company created specifically to invest in AI.
entity,micron,one_liner,en,The third HBM producer and the only American memory maker at this scale.
entity,microsoft,one_liner,en,"A hyperscaler, the largest investor in the leading lab, and a designer of its own silicon."
entity,mistral,one_liner,en,A European lab releasing models with open weights.
entity,mlcommons,one_liner,en,The industry consortium that maintains the common performance benchmarks for AI.
entity,nccl,one_liner,en,The library that moves data between accelerators inside a cluster during training.
entity,nebius,one_liner,en,"A European independent cloud with accelerator clusters, working on long contracts."
entity,netherlands,one_liner,en,The jurisdiction from which the tools that print the most complex chips are exported.
entity,nim,one_liner,en,The anchor's ready-made containers for running models: inference sold as a service on its own hardware.
entity,nvent,one_liner,en,Enclosures and liquid cooling for high-density racks.
entity,nventures,one_liner,en,The anchor's venture arm: it invests in companies that should stay on its platform.
entity,nvidia,one_liner,en,The anchor of the map: it makes AI accelerators and owns the programming environment the whole industry writes in.
entity,oklo,one_liner,en,A developer of small nuclear reactors; it sells future power under long agreements.
entity,openai,one_liner,en,The lab that trains frontier models and orders compute by the gigawatt.
entity,oracle,one_liner,en,A cloud building sites against lab contracts for gigawatts of capacity.
entity,pytorch,one_liner,en,The library neural networks are trained in: most research is written in it.
entity,quanta,one_liner,en,"A Taiwanese assembler, one of the three main contractors for AI servers."
entity,ray,one_liner,en,Distributed compute orchestration: it spreads a job across many machines.
entity,recursion,one_liner,en,A biotech company searching for drugs with its own supercomputer.
entity,salesforce,one_liner,en,The largest sales management platform; it embeds models into the work of sales teams.
entity,samsung,one_liner,en,A memory maker and a foundry at once — a rare combination in one company.
entity,sandisk,one_liner,en,"A maker of flash memory and drives, spun out of Western Digital."
entity,schneider,one_liner,en,The second large supplier of power and electrical management equipment for sites.
entity,schrodinger,one_liner,en,A company that models molecules on compute clusters for drug discovery.
entity,sequoia,one_liner,en,A venture fund investing in the AI application layer and in infrastructure.
entity,servicenow,one_liner,en,An enterprise workflow platform embedding models into companies' daily work.
entity,sglang,one_liner,en,"The second open model-serving engine, competing with the first on speed."
entity,shin-etsu,one_liner,en,The largest maker of silicon wafers and photoresist — the consumables of any fab.
entity,siemens,one_liner,en,An industrial group applying models in design and on the factory floor.
entity,siemens-eda,one_liner,en,"The third supplier of chip design software, weaker than the first two on coverage."
entity,siemens-energy,one_liner,en,The second maker of large turbines and grid equipment for sites.
entity,singapore,one_liner,en,"A resale and logistics hub, watched separately because of circumvention."
entity,sk-hynix,one_liner,en,The leading maker of HBM — the fast memory placed against the accelerator.
entity,snowflake,one_liner,en,A cloud data warehouse on which companies build models over their own data.
entity,softbank,one_liner,en,The Japanese holding company that took on financial responsibility for the largest compute build.
entity,south-korea,one_liner,en,The jurisdiction of two of the world's three makers of fast memory for accelerators.
entity,supermicro,one_liner,en,"Builds servers and racks, designing them ahead of each new accelerator generation."
entity,synopsys,one_liner,en,The software chips are designed in: without it a modern chip cannot be drawn.
entity,taiwan,one_liner,en,The territory where almost all leading-edge silicon for AI is physically made.
entity,tensorrt,one_liner,en,A model optimiser for the anchor's accelerators: it speeds up running a trained model.
entity,thrive,one_liner,en,A fund specialising in late-stage rounds of companies built around models.
entity,tokyo-electron,one_liner,en,"A Japanese maker of wafer processing equipment, third in the world by scale."
entity,triton,one_liner,en,A language and compiler for writing compute kernels without going down into the accelerator's environment.
entity,tsmc,one_liner,en,The foundry that physically makes almost all leading-edge silicon for AI.
entity,usa,one_liner,en,The anchor's home jurisdiction and the main gate: it decides who it may sell to.
entity,vertiv,one_liner,en,Rack power and liquid cooling; it designs them ahead of each new accelerator generation.
entity,vllm,one_liner,en,An open engine that runs already-trained models fast and cheaply.
entity,wistron,one_liner,en,"A Taiwanese assembler of servers and modules, the second source for large orders."
entity,xai,one_liner,en,A young lab that built one of the largest accelerator clusters in record time.
entity,a16z,why_irreplaceable,en,A second fund of the same class. That several exist is exactly why venture capital is never critical.
entity,amazon,why_irreplaceable,en,The furthest along of the clouds on its own silicon. It is also one of the largest buyers — the dependence runs both ways.
entity,amd,why_irreplaceable,en,The only direct competitor with comparable accelerator hardware. It trails not in silicon but in software: its programming environment has not gathered a comparable ecosystem.
entity,amkor,why_irreplaceable,en,"A second source of packaging and the only large American one. A single customer accounts for nearly a third of its revenue, which makes it the more dependent party."
entity,anthropic,why_irreplaceable,en,"Proof that demand is not concentrated in one lab. That lowers the risk across the whole structure: with a single buyer, the entire build-out would hang on it."
entity,applied-materials,why_irreplaceable,en,"One of three suppliers at this scale. It can be replaced, but requalifying a process in a fab takes years."
entity,arista,why_irreplaceable,en,"A fabric for accelerator clusters is designed whole, operating system and operations included. Changing vendor means rebuilding the network and retraining the people."
entity,arm,why_irreplaceable,en,More than 350 billion shipped chips use this architecture. Moving to another means the whole industry rewriting its systems software.
entity,ase,why_irreplaceable,en,"Packaging has become as tight a bottleneck as the chip itself. There are two or three contractors at this scale, and all of them are in Taiwan."
entity,asml,why_irreplaceable,en,"The company states in its own filing that it is the sole maker of such tools. Without them a leading-edge fab cannot be built, and building your own tools takes more than ten years."
entity,astera-labs,why_irreplaceable,en,"It works precisely to the anchor's platform requirements, and its parts land in the reference designs. But the function can be pulled into the switch silicon."
entity,bis,why_irreplaceable,en,"One published document from this agency closes or opens an entire market. It cannot be routed around, only complied with."
entity,blackrock,why_irreplaceable,en,Infrastructure capital for sites and power. It differs from venture in the length of its horizon and its demand for predictable cash flow.
entity,blackstone,why_irreplaceable,en,"It owns the sites rather than stakes in them. That makes it the owner of a bottleneck, not merely a source of money."
entity,bloom-energy,why_irreplaceable,en,"It solves the build's central problem — the interconnection queue. The technology is not unique, but competitors have less deployed capacity."
entity,boyd,why_irreplaceable,en,"It works at the level of the chip package, not the site. There are several suppliers, and qualification takes months."
entity,broadcom,why_irreplaceable,en,At once a supplier of networking silicon and the principal designer of alternative accelerators for the clouds. The second role makes it the most serious threat to the anchor's position.
entity,brookfield,why_irreplaceable,en,"Capital that creates assets rather than buying shares. It owns generation and sites at the same time, so it reaches into the stack through ownership."
entity,cadence,why_irreplaceable,en,The other half of the duopoly. Its place-and-route tools have no substitute: the third-party suppliers have nothing like the coverage.
entity,cfius,why_irreplaceable,en,It can block a purchase or a partnership with foreign participation. The mechanism cannot be avoided; the deal simply does not happen.
entity,china,why_irreplaceable,en,"The second-largest market, and one you cannot sell into without a licence. Replacing it with revenue from elsewhere has not worked so far."
entity,chips-act,why_irreplaceable,en,Its money changes the economics of building fabs in the US and therefore shifts part of the chain. But the leading-edge nodes are still outside the country.
entity,cisco,why_irreplaceable,en,"The largest networking company by installed base, but in AI clusters it loses to purpose-built alternatives."
entity,coherent,why_irreplaceable,en,One of several optics suppliers for clusters. It supports both open and proprietary standards — which is precisely why it is replaceable.
entity,constellation,why_irreplaceable,en,"It sells carbon-free output directly under long contracts. A new plant cannot be built quickly, so the value lies in the operating ones."
entity,coreweave,why_irreplaceable,en,The existence of an independent capacity landlord stops the giant clouds monopolising inference. The value is strategic: all of its hardware comes from the anchor under contract.
entity,credo,why_irreplaceable,en,It specialises in the reliability of connections inside a cluster. Replacements exist; the advantage is in how proven it is.
entity,crusoe,why_irreplaceable,en,It joins two shortages at once: power and compute. That is exactly why it builds where the grid cannot cope.
entity,cuda,why_irreplaceable,en,The industry has been writing code for it for almost twenty years. Porting the installed base is not a project but a change of engineering generation. This is the anchor's principal moat.
entity,databricks,why_irreplaceable,en,Proof that compute pays for itself outside the labs: enterprise customers recover the cost on their own data.
entity,deepseek,why_irreplaceable,en,A direct challenge to the assumption that model quality scales with accelerators purchased. That is why it erodes demand harder than its competitors do.
entity,dell,why_irreplaceable,en,A sales channel into the enterprise segment — the thing the Taiwanese assemblers lack. But the assembly itself is reproducible.
entity,delta-electronics,why_irreplaceable,en,"Power inside the rack gets harder with every generation. There are several suppliers, but tuning to a specific rack requires joint work."
entity,digital-realty,why_irreplaceable,en,A direct analogue of the first site operator. Having two makes the layer competitive.
entity,eaton,why_irreplaceable,en,"It puts the power equipment into AI sites. Three or four suppliers work at this class, but the delivery queue runs to years."
entity,equinix,why_irreplaceable,en,Neutrality is what the giant clouds cannot offer: everyone meets on one site. Hard to replace because of the density of connections.
entity,eu,why_irreplaceable,en,"Its requirements on models and data shape how products are sold in Europe, but do not restrict manufacturing."
entity,eu-ai-act,why_irreplaceable,en,It defines what may be sold in Europe and under what obligations. It affects applications far more than hardware.
entity,fabrinet,why_irreplaceable,en,It assembles optics and modules to other people's designs. The dependence runs one way: the anchor accounts for more than a quarter of its revenue.
entity,foxconn,why_irreplaceable,en,"Scale and platform-specific expertise give it an edge, but assembly as such is reproducible: volumes redistribute between three or four contractors within a quarter."
entity,ge-vernova,why_irreplaceable,en,"Three companies in the world build turbines of this class, and the queue is booked years out. That limits build speed more than price does."
entity,google,why_irreplaceable,en,"The only company with its own chip, its own cloud and its own frontier lab. That makes it both the principal customer and the most complete alternative."
entity,google-cloud,why_irreplaceable,en,"What sets it apart from other clouds is not scale but the vertical: its own accelerator, its own lab and its own training library in one stack. It can be replaced, but that vertical has no alternative."
entity,google-deepmind,why_irreplaceable,en,The only frontier lab that can train on its owner's own hardware. That makes it both a customer and the proof that an alternative exists.
entity,hpe,why_irreplaceable,en,A direct analogue of the first enterprise manufacturer. Having both makes this layer competitive.
entity,huggingface,why_irreplaceable,en,It became the assembly point of the model ecosystem: the library is the common denominator between training and serving. Leaving it is technically possible; moving the ecosystem is expensive.
entity,intel,why_irreplaceable,en,"The only alternative leading-edge manufacturing located in the US. It has not caught up on volume or yield, but that is exactly where its geopolitical value lies."
entity,japan,why_irreplaceable,en,"Ultra-pure chemistry and packaging materials are made here by a narrow set of companies. Replacement is possible, but it requires requalifying the process."
entity,jax,why_irreplaceable,en,"The other half of the duopoly. It exists and it works, but its ecosystem is visibly smaller — which is what makes the first library's moat visible."
entity,kioxia,why_irreplaceable,en,Storage is the most replaceable memory layer: there are several suppliers and switching takes weeks.
entity,kla,why_irreplaceable,en,"It dominates inspection and metrology. Without it, yield on leading-edge nodes falls, and the alternatives are visibly weaker."
entity,kubernetes,why_irreplaceable,en,An industry standard quite apart from AI. That is precisely why accelerator access to it is mandatory for every hardware vendor.
entity,lam-research,why_irreplaceable,en,"Its own filing names Micron, Samsung, SK hynix and TSMC as customers. Alternatives exist, but changing equipment means requalifying the whole line."
entity,lambda,why_irreplaceable,en,"The third independent landlord. Each additional one lowers the risk of the giant clouds monopolising inference, but individually they are small."
entity,lightspeed,why_irreplaceable,en,"Another fund of the same class. It matters to the map as part of a set, not on its own."
entity,lite-on,why_irreplaceable,en,An interchangeable power supplier. Companies like this are exactly the ones that should score low: there are several and switching is quick.
entity,marvell,why_irreplaceable,en,The second designer of custom accelerators for the clouds. That two such companies exist means the alternative path for the clouds is real.
entity,meta,why_irreplaceable,en,The only buyer that handed the industry its training library. That makes it both a customer and a co-owner of the moat: the library cements the tie to the accelerators.
entity,mgx,why_irreplaceable,en,Sovereign capital entering the compute build directly. It differs from venture in having a longer horizon and a larger cheque.
entity,micron,why_irreplaceable,en,"A second source of memory and the only one outside Korea. It is technologically catching up, but its existence lowers dependence on a single jurisdiction."
entity,microsoft,why_irreplaceable,en,"It buys compute, builds alongside the anchor and designs its own accelerators. All three relationships are real, and the third is the source of the main risk."
entity,mistral,why_irreplaceable,en,It shows that frontier models are not made only in the US. It matters to the map as proof that demand is geographically distributed.
entity,mlcommons,why_irreplaceable,en,"Its benchmarks became the common ruler: every accelerator maker is measured by the results, and that makes the bar public."
entity,nccl,why_irreplaceable,en,"Training across thousands of accelerators runs into data exchange. This library is the de facto standard, and the alternatives for other hardware are visibly weaker."
entity,nebius,why_irreplaceable,en,"Another independent capacity landlord, this time in Europe. It states its dependence on the anchor for silicon outright."
entity,netherlands,why_irreplaceable,en,"The sole maker of these tools sits here, so Dutch export rules determine who in the world can build a leading-edge fab."
entity,nim,why_irreplaceable,en,The anchor's way of climbing from hardware into the serving layer. It runs only on its accelerators and therefore deepens the tie.
entity,nvent,why_irreplaceable,en,"The second supplier of liquid cooling. Having several makes the layer competitive, and the constraint is delivery time."
entity,nventures,why_irreplaceable,en,This is not a portfolio for returns but an instrument for managing the anchor's own risk: the money goes where losing the ecosystem would cost it most.
entity,nvidia,why_irreplaceable,en,"The chip can be replaced; the environment cannot. The industry's code is written for it, and rewriting costs years. On top of that, the network and the systems are sold as one package."
entity,oklo,why_irreplaceable,en,"Not one reactor built and not one binding power supply agreement. On this map it is a bet, not a supplier, and the scoring has to show that."
entity,openai,why_irreplaceable,en,Its existence proved to the industry that accelerator demand is real: gigawatt sites are built for it. But as a source of demand it is replaceable by other labs.
entity,oracle,why_irreplaceable,en,"It took on the role of operator for the largest build behind a single lab. The value lies in a willingness to build, not in unique technology."
entity,pytorch,why_irreplaceable,en,"A duopoly with one competitor, but with an incomparable lead in users. Accelerators are supported in it first, and that cements the tie."
entity,quanta,why_irreplaceable,en,The third source of assembly. That three contractors exist is the reason none of them is critical.
entity,ray,why_irreplaceable,en,"A common layer for distributed training and inference. Replaceable by general-purpose orchestrators, but the AI specialisation gives it an edge."
entity,recursion,why_irreplaceable,en,A reference deployment outside the internet companies: it shows compute pays back in an industry with a long cycle.
entity,salesforce,why_irreplaceable,en,"Another proof of enterprise payback, in a different segment. The volume of such cases matters more than the uniqueness of any one."
entity,samsung,why_irreplaceable,en,"A second source in both memory and chip manufacturing. First in neither, but that is precisely why it insures against two risks at once."
entity,sandisk,why_irreplaceable,en,"Another storage supplier. As easily replaced as the rest: the value is in volume, not uniqueness."
